,Artist,Track,0,1,2,3,4,5
508,Jeezy,"Work Hard, Play Hard",Lil Wayne,Wiz Khalifa,,,,
509,Rick Ross,Luxury Tax,Lil Wayne,Jeezy,Trick Daddy,,,
510,Lil Wayne,She Tried,N.O.R.E.,,,,,
511,Lil Wayne,Off the Rip,,,,,,
512,Roy Demeo,Chico ,Lil Wayne,,,,,
513,Gudda Gudda,Young Money Hospital,Lil Wayne,,,,,
514,Lil Wayne,Clap City,,,,,,
515,Lil Pump,Be Like Me ,Lil Wayne,,,,,
516,Drake,Successful ,Trey Songz,Lil Wayne,,,,
517,Young Chris,Life of the Party,Lil Wayne,,,,,
518,DJ Khaled,Freak N You ,Lil Wayne,Gunna,,,,
519,Lil Wayne,Gettin Some Head,,,,,,
520,Trae Tha Truth,Screwed Up ,Lil Wayne,,,,,
521,Tory Lanez,TAlk tO Me ,Rich The Kid,Lil Wayne,,,,
522,Lloyd,Holding ,Lil Wayne,,,,,
523,Lil Wayne,Glory,,,,,,
524,Lil Wayne,Workin' 'Em,,,,,,
525,Rich Gang,Paint Tha Town,The Game,Birdman,Lil Wayne,,,
526,Ludacris,Last Of A Dying Breed,Lil Wayne,,,,,
527,Kevin Rudolf,Champions,Limp Bizkit,Birdman,Lil Wayne,,,
528,Young Money,Streets Is Watchin',,,,,,
529,B.G.,Ya Heard Me ,Juvenile,Lil Wayne,Trey Songz,,,
530,Lil Wayne,Georgia...Bush,,,,,,
531,Fluid Outrage,Birds Flyin' High ,Lil Wayne,Juelz Santana,,,,
532,Jadakiss,Death Wish,Lil Wayne,,,,,
533,Juelz,Bonified Hustler,Lil Wayne,,,,,
534,Lil Wayne,Gucci Land,,,,,,
535,Gudda Gudda,Sacrifice,Lil Wayne,,,,,
536,Juelz Santana,Make It Work For You,Jeezy,Lil Wayne,,,,
537,Fabolous,Salute,Lil Wayne,,,,,
538,Greg Street,Me and My Drink,Lil Wayne,Short Dawg,,,,
539,Young Money,Gooder,,,,,,
540,Lil Wayne,Pump That Bass,,,,,,
541,Young Money,She Is Gone,,,,,,
542,Trill Real,Earthquake,Lil Wayne,,,,,
543,Birdman,Believe Dat,Lil Wayne,,,,,
544,The Game,All That (Lady),Lil Wayne,Big Sean,Fabolous,Jeremih,,
545,Lil Wayne,Stuntin' Like My Daddy,Baby,,,,,
546,Lil Wayne,A Milli ,Bueno,,,,,
547,YT Triz,Vamonos,Rick Ross,Lil Wayne,,,,
548,Trill Real,Dat Boy,Lil Wayne,,,,,
549,T.I.,Throw It Back,Jeezy,Lil Wayne,Messy Marv,,,
550,DJ Bobby Black,Catch Me If You Can,Lil Wayne,Jody Breeze,,,,
551,Lil Wayne,Money Over Here,,,,,,
552,Lil Wayne,What U Know,,,,,,
553,Juelz Santana,By Myself,Lil Wayne,,,,,
554,Young Money,Wife B**ter,,,,,,
555,Lil Wayne,Get That Bread,Juelz,,,,,
556,Wale,The Cliche,Lil Wayne,,,,,
557,Lil Wayne,Come Test Us,Charlie Bmore,,,,,
558,Fat Joe,The Profit,Lil Wayne,,,,,
559,Lil Wayne,Can't Tell Me Nothing (Flow),,,,,,
560,Lil Wayne,Leanin Low,Juelz Santana,,,,,
561,Bueno,Freak ,Lil Wayne,Juelz Santana,,,,
562,Kigity K,Im On One,Drake,Lil Wayne,,,,
563,Jadakiss,Yall 4 got,Rick Ross,Lil Wayne,,,,
564,Rick Ross,I'm A G,Lil Wayne,Brisco,,,,
565,Trill Real,F*ckin Something,Lil Wayne,,,,,
566,Trill Real,How I Feel,Lil Wayne,Young Fell,,,,
567,Mil,Ride Out ,BG,Lil Wayne,Beanie Sigel,,,
568,Trill Real,We Can Make It,Lil Wayne,,,,,
569,Odain,How Far Will You Go (clubmix),Lil Wayne,,,,,
570,Bugsy,Mr. Inkredible,Lil Wayne,,,,,
571,Ya Boy,Rain Man ,Lil Wayne,,,,,
572,Playa Circle,Stoopid Remix,Lil Wayne,Jeezy,,,,
573,Lil Wayne,It Ain't Over,Slim Thug,Busta Rhymes,,,,
574,Messy Marv,The Girl Crazy ,Lil Wayne,,,,,
575,Shortyo,That's Right,Lil Wayne,,,,,
576,Nu Jerzey Devil,Pimpin',Lil Wayne,,,,,
577,Ransom,Maybach Music,Lil Wayne,,,,,
578,Lexx Purty Teeth,Be Free,Juels Santana,Lil Wayne,,,,
579,DJ Clue,Clear Da Scene,Rick Ross,Lil Wayne,Ransom,,,
580,DJ Storm,Little Girl Gone,Desert Storm South,Devin Da Dude,Lil Wayne,Bun B,,
